"Date","Site.Name","COUNTY","latitude_mean","longitude_mean","Month","Year","AQI_PM2.5","AQI_Ozone"
2020-01-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,44
2020-01-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,45.6666666666667,27.5
2020-01-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,53,NA
2020-01-16,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,29.5,NA
2020-01-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,50.5,NA
2020-01-16,"Millbrook School","Wake",35.856111,-78.574167,1,2020,57,25.5
2020-01-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,44.5,NA
2020-01-16,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,47.5,31
2020-01-17,"Bryson City","Swain",35.434767,-83.442133,1,2020,44,NA
2020-01-17,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,27,NA
2020-01-17,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,51,NA
2020-01-17,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,52,NA
2020-01-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,15,40
2020-01-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,37.75,24
2020-01-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,45,NA
2020-01-17,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,29.5,NA
2020-01-17,"Linville Falls","Avery",35.972347,-81.933072,1,2020,19,NA
2020-01-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,43.5,NA
2020-01-17,"Millbrook School","Wake",35.856111,-78.574167,1,2020,51,27
2020-01-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,42,NA
2020-01-17,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,50.5,26
2020-01-18,"Bryson City","Swain",35.434767,-83.442133,1,2020,39.5,NA
2020-01-18,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,29,NA
2020-01-18,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,52,NA
2020-01-18,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,44,NA
2020-01-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,4,31
2020-01-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,52.5,22.5
2020-01-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,51.6666666666667,NA
2020-01-18,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,26,NA
2020-01-18,"Linville Falls","Avery",35.972347,-81.933072,1,2020,5,NA
2020-01-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,40,NA
2020-01-18,"Millbrook School","Wake",35.856111,-78.574167,1,2020,46.5,31
2020-01-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,30.3333333333333,NA
2020-01-18,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,45,27
2020-01-19,"Bryson City","Swain",35.434767,-83.442133,1,2020,41,NA
2020-01-19,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,19,NA
2020-01-19,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,56.5,NA
2020-01-19,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,54.5,NA
2020-01-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,36
2020-01-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,52.3333333333333,28.5
2020-01-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,44.5,NA
2020-01-19,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,22.5,NA
2020-01-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,33.5,NA
2020-01-19,"Millbrook School","Wake",35.856111,-78.574167,1,2020,49.6666666666667,32.5
2020-01-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,31,NA
2020-01-19,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,40.5,32
2020-01-20,"Bryson City","Swain",35.434767,-83.442133,1,2020,33,NA
2020-01-20,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,14.5,NA
2020-01-20,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,41,NA
2020-01-20,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,40.6666666666667,NA
